	median_1	median_2	median_3	median_4	median_5	median_6	median_7	median_8	median_9	median_10	median_11	median_12	median_13	median_14	median_15	median_16	median_17	median_18	median_19	median_20	median_21	median_22	median_23	median_24	median_25	median_26	median_27	median_28	median_29	median_30	median_31	median_32	median_33	median_34	median_35	median_36	median_37	median_38	median_39	median_40	median_41	median_42	median_43	median_44	median_45	median_46	median_47	median_48	std_1	std_2	std_3	std_4	std_5	std_6	std_7	std_8	std_9	std_10	std_11	std_12	std_13	std_14	std_15	std_16	std_17	std_18	std_19	std_20	std_21	std_22	std_23	std_24	std_25	std_26	std_27	std_28	std_29	std_30	std_31	std_32	std_33	std_34	std_35	std_36	std_37	std_38	std_39	std_40	std_41	std_42	std_43	std_44	std_45	std_46	std_47	std_48	median_profile	median_std
Tb927.3.970	32915500.0	37295000.0	93331000.0	54755500.0	61380500.0	108577500.0	71691500.0	84061500.0	51215000.0	55029000.0	21495000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18277566.039638136	4781059.601873487	55750157.96390177	30806184.454856895	3337905.1689145793	62226792.027228914	21244558.477800068	46872870.2369505	37207192.00526515	15348991.63626067	30919471.27620393	11592500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7262026641028235	0.1500532893213574
Tb927.11.14120	124000000.0	98765000.0	159735000.0	132110000.0	127600000.0	127040000.0	102519000.0	113060000.0	34246000.0	91788000.0	42034000.0	19515500.0	15842500.0	0.0	0.0	8529500.0	147583500.0	3634650000.0	16866000000.0	27395500000.0	24409000000.0	8189900000.0	2457650000.0	844310000.0	436860000.0	326215000.0	271220000.0	118570000.0	115049500.0	190110000.0	18749800.0	24309500.0	0.0	0.0	18257000.0	111783000.0	146200000.0	43419500.0	50408500.0	23680000.0	30747000.0	51150000.0	18205500.0	0.0	17375000.0	24618000.0	36484000.0	54579000.0	84105338.89266483	58663131.268710844	66224356.29484568	40351328.25157887	35459424.16692635	19515354.63850623	32969979.4914505	56255740.29080647	66986835.5276617	61445206.73109227	31384190.62070371	17931306.55313494	13391737.037784405	10109000.0	4722750.0	9815985.143292207	169303628.1485131	1868739800.6410625	3678770492.0711317	3524039207.122065	3914169899.225127	1750831096.936539	982706047.944484	417937076.922671	51755301.82181016	41218369.994457565	37865919.04338253	107408893.74837635	87226467.43343827	81503616.89315797	46534543.52471219	13466440.026970752	2256450.0	17304500.0	23308736.452240393	64888661.636683494	66405315.73852603	66958083.40733278	35872717.50114098	69736949.55569345	40380246.76744807	69979454.84211777	57789371.68935132	20757500.0	26614916.53816208	34388186.40172814	60964434.12077788	61720528.80525247	0.9814946467477109	0.015285316549299353
Tb927.11.11930.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61520000.0	270500000.0	1413850000.0	3914250000.0	5330650000.0	3811600000.0	1967050000.0	1260050000.0	218635000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40908000.0	95861557.64086735	189516006.71183425	348020502.269622	1733697284.2262099	2278034196.955786	1817776685.9545758	528405958.20511556	225883369.6106614	407303138.73698545	300200000.0	0.9709208829898066	0.01769583628792196
Tb927.10.14500	866915000.0	564035000.0	314545000.0	238145000.0	267720000.0	203350000.0	237295000.0	251035000.0	244925000.0	258475000.0	258070000.0	209915000.0	188235000.0	72915000.0	98076500.0	136165000.0	203605000.0	243850000.0	254375000.0	295020000.0	297485000.0	336650000.0	319750000.0	345705000.0	360330000.0	429695000.0	688460000.0	1137250000.0	1137150000.0	1028510000.0	1081280000.0	1083250000.0	900310000.0	765440000.0	874430000.0	1045600000.0	1242650000.0	1474950000.0	1767850000.0	1999750000.0	2134200000.0	2068300000.0	1939300000.0	2021200000.0	1832850000.0	1654950000.0	1437050000.0	1526600000.0	440064406.99061304	182391908.17211893	150910785.86922362	60276610.444405936	18671888.62970214	57264093.17073542	12668300.004341545	24083735.002417434	28447121.119719654	95125290.36311357	42533239.060762815	23640045.826238718	36242341.14494629	89015541.90140057	36266709.68441076	23064527.59831281	66177294.36143488	53382358.196942426	43830682.17584572	48895007.49906205	51142276.380049154	39946920.19834988	35374696.70070214	10178747.05779973	39503688.75181152	34927792.539275765	112548575.29084942	191310988.59797174	159995363.68282676	195476806.7231168	373084025.34371096	190162777.35578695	191037158.40554798	183596327.48687178	113372836.36303762	223568762.50198004	155877312.86709642	109676402.80996333	280839153.25324625	196276189.33533365	205249252.94220623	153144319.18944868	282886290.4655037	131886223.06114373	486797414.2289587	304420699.85465795	269820217.9229718	495841473.3225395	0.9420111036541206	0.02612783756171046
Tb927.4.1970	82963000.0	77505500.0	85186500.0	91892500.0	96516500.0	94691000.0	98158500.0	82562500.0	77106500.0	65347500.0	43954000.0	20365000.0	17278000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46728740.28903411	10224508.704578426	7200909.913568794	11861828.653289508	16140190.85750434	17112896.35528325	20880277.957520902	5498635.914176049	7908758.141031583	13840797.67691636	26295463.09885668	27205964.983191952	22218152.058995966	26297000.0	0.0	0.0	0.0	0.0	18743000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9155549267490071	0.06263606996008551
Tb927.6.1800	6214700.0	17411650.0	24064500.0	26278500.0	26648500.0	17251500.0	10682250.0	23650950.0	12677750.0	6761200.0	0.0	0.0	3642500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1486300.0	0.0	0.0	0.0	0.0	793100.0	1032650.0	14729500.0	6287700.0	0.0	0.0	0.0	0.0	0.0	30874500.0	186910000.0	1656700000.0	8243050000.0	18359500000.0	24446500000.0	18507000000.0	9344450000.0	5504400000.0	2869200000.0	1715750000.0	439170000.0	251570000.0	4077294.3474604986	15552476.212996867	15215208.072079286	22029625.545312084	17878427.4868485	26638297.63548464	14349682.733862098	36471787.67854911	16914379.663346607	11296222.219692152	1555050.0	0.0	7502907.63082331	0.0	0.0	1129350.0	49082000.0	1349050.0	0.0	0.0	0.0	2076925.6855586658	3296250.0	0.0	3350900.0	2352900.0	2553660.0295784613	2818008.69572233	8771568.483838376	17071444.656794574	1779800.0	0.0	0.0	12983500.0	5490000.0	36639750.02643986	346689071.11896867	1007693721.2433811	2554792173.3805757	7711464855.870988	7355831263.924791	8810083692.37584	4192885102.9651027	1970935310.9627934	310175665.282324	292759338.02357244	310655616.8814593	197081700.62924835	0.9537726339025432	0.00832603637806426
Tb927.7.4760	61065500.0	104575000.0	95685000.0	82540500.0	69431000.0	53318500.0	57143000.0	58177500.0	47008000.0	45505000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39981813.30200854	10647764.632384896	11969713.847178359	20663180.174326185	10915013.98304189	28212669.416121073	11304852.096187135	30073315.757772148	5531575.634482457	23301304.16950948	16785000.0	16525500.0	22863000.0	15000000.0	24937000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36496500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8090563476845056	0.16340287707197654
Tb927.9.13330	0.0	27859500.0	26326000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10897000.0	15232475.625014689	15029324.765825864	0.0	0.0	11250500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6204822254696036	0.26179083496346744
Tb927.9.13990	413855000.0	516415000.0	492665000.0	550600000.0	824300000.0	1144950000.0	1694700000.0	2147550000.0	2710650000.0	3357400000.0	4074750000.0	3338150000.0	2621450000.0	2065300000.0	1740350000.0	1555000000.0	2138000000.0	2577850000.0	2156100000.0	2009200000.0	1758700000.0	1621950000.0	1362150000.0	1064765000.0	875165000.0	714325000.0	601150000.0	475825000.0	421050000.0	327570000.0	509335000.0	432345000.0	415545000.0	439165000.0	402875000.0	522060000.0	355045000.0	423670000.0	641640000.0	839440000.0	929470000.0	1050600000.0	1002470000.0	986150000.0	889625000.0	860895000.0	977200000.0	991380000.0	115460242.07492378	93403429.80854611	46182352.32928988	190505346.44728485	300768587.89884734	344332868.60246146	234530500.85934043	604563715.9693476	582338555.595741	715079321.9403484	314512950.18382484	271838817.1325055	340163749.7833453	69476470.83725049	130843736.31677212	675493638.6327659	696645109.9136966	694698876.6124967	577594436.7229772	469724706.61015904	559420696.6437093	572446999.002236	409855165.47515494	344627897.2070212	229370438.57408172	242097037.70733476	161971736.29474172	85718329.57425162	84370127.167934	185231181.20788053	192416910.2929019	104879504.98866147	95162108.18037468	100280442.26069209	33405255.44980442	150519303.08103344	205055466.21585098	101526610.79736681	235175336.43362066	191336455.23004735	113357799.46699704	119405230.9016098	149924757.2117425	124198430.88112433	72636582.38105704	288228233.7546642	45316442.19632828	223264171.5546852	0.8990100250454771	0.04705760927262894
Tb927.5.4390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31722000.0	0.0	0.0	0.0	0.0	0.0	0.0	175370000.0	1301550000.0	2879350000.0	1972400000.0	1017900000.0	704280000.0	360795000.0	339475000.0	681650000.0	669370000.0	236940000.0	452395000.0	0.0	0.0	0.0	0.0	0.0	30940500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51325000.0	52830000.0	55050000.0	49091565.24546757	0.0	0.0	0.0	0.0	0.0	29581000.0	399849428.7853867	465516581.1135694	1364125618.506839	723824681.8118323	281911639.62903917	252882482.1928162	173069967.04127118	184156854.22577497	348679191.7603726	133456440.67759845	283882024.48376334	249771282.35981548	0.0	0.0	0.0	0.8798371769521556	0.0685775685227429
Tb927.5.2930	1956150000.0	2630200000.0	3579000000.0	5027050000.0	5070000000.0	4437050000.0	3461600000.0	3268000000.0	2836900000.0	2347450000.0	1126250000.0	680835000.0	525285000.0	391020000.0	550360000.0	315325000.0	299090000.0	309975000.0	273225000.0	256575000.0	290610000.0	189965000.0	159765000.0	180665000.0	122935000.0	74917500.0	64904500.0	24075000.0	54988000.0	27199500.0	0.0	15726500.0	0.0	47157000.0	0.0	0.0	17823000.0	33992000.0	204190000.0	379750000.0	890930000.0	1001400000.0	1489500000.0	1446200000.0	1339550000.0	1145950000.0	1092900000.0	1336200000.0	132951143.90882835	277955096.7932261	667535372.3461646	726642649.4501961	662682711.282956	387568543.40017205	710380825.0978262	558320111.2862298	766324933.2582964	1287114637.1503458	194119605.05489048	198723948.6280737	268413348.7738641	298790846.8589135	214288649.33386773	171291858.9960811	231555293.23468298	155271907.39151755	431469074.8670948	89480181.72198802	70053753.40884075	100799513.019657	60351118.290522724	59324918.317123145	78399770.73095728	60394649.191105224	41655647.43125074	59758542.48557272	45447301.812098816	74312107.92943951	5969500.0	32086577.97272872	47601000.0	48521732.07611891	53435000.0	26741000.0	71836955.55909924	143567017.4134714	160412098.7488163	89019918.37036623	217864621.11442816	205415215.01177382	201311102.5254196	290164740.5641607	218012191.93736258	469596828.38047355	608172040.6814725	80814576.8616864	0.947056056490821	0.030627789407878362
Tb927.6.4830	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48998000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65391913.73811699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Tb927.6.4380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	497560000.0	2322650000.0	2373650000.0	1382300000.0	242045000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14328000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10278000.0	236678111.5601244	381367088.03111523	892345908.2665193	110930744.1604896	183968448.01215234	42723000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.967221806597321	0.028933923896316074
Tb927.10.4460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67765000.0	1357350000.0	5565400000.0	7982600000.0	4855000000.0	2942800000.0	1153595000.0	296440000.0	38114000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25344500.0	27723000.0	35724000.0	100575976.09104605	704445665.6773939	911855264.0084937	1532100569.7516463	853984863.2538315	1176854616.7220485	627693803.1928202	364946210.6027864	117857046.01762255	27842500.0	0.0	0.0	0.0	0.9722623789047724	0.023435693573403252
Tb927.11.13270	242045000.0	221035000.0	188885000.0	153315000.0	182370000.0	116535000.0	182095000.0	183430000.0	203820000.0	171305000.0	155940000.0	110495000.0	0.0	0.0	0.0	0.0	29969000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111995000.0	110770000.0	515345000.0	395205000.0	287420000.0	225245000.0	208135000.0	299055000.0	384670000.0	357260000.0	576680000.0	734115000.0	577030000.0	477075000.0	32614944.427363355	29436161.85918266	42938267.70298649	43336493.900445305	44939992.86085094	75197782.99036925	10425408.065554716	13479826.902944019	26401523.156818055	88680678.98364334	46361231.648868	59797758.31918785	82170000.0	59195000.0	0.0	0.0	51256426.4848809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68775000.0	153899365.49576804	292939906.39435476	120267767.74486734	50480012.13351698	39069394.99147639	36350815.213233754	15830863.052910287	70930073.7816243	95444521.8874994	185364468.63769045	121272243.14876571	138008842.07784185	112364745.36081146	260028160.33396587	0.8187615609212227	0.06749797918235208
Tb927.7.5490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38083500.0	49640000.0	151310000.0	170290000.0	200755000.0	164225000.0	169820000.0	191140000.0	167055000.0	162250000.0	180445000.0	122296000.0	136735000.0	130410000.0	114652000.0	38691000.0	85788500.0	76674500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59395000.0	266955000.0	382510000.0	590510000.0	748430000.0	908300000.0	854450000.0	1061150000.0	1310100000.0	0.0	0.0	0.0	0.0	0.0	14864500.0	34360500.0	51290023.57184095	62559525.786779	43003242.58607328	110790848.90007839	164528945.24976447	214790946.50380403	155556566.64056328	107402742.47739983	181752104.3206928	162393700.20621696	118525049.51556303	175495501.43593425	148472978.53818384	153557673.50304142	109861192.71153031	137765205.9701578	110145229.66331013	77708804.90813123	84850000.0	0.0	0.0	0.0	0.0	70445000.0	0.0	47204000.0	0.0	0.0	0.0	0.0	0.0	0.0	138245829.47295976	298513182.56764925	427094583.54288065	445738326.59981126	431708459.98775613	384818881.5858703	372060529.24893814	537061324.4546659	455367771.95288354	0.7916241215196638	0.11228564389572172
Tb927.7.6610	56622000.0	57677000.0	52831500.0	55077000.0	71166500.0	38835500.0	52416500.0	50036000.0	48718000.0	47116500.0	26571000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34726003.689598374	30960720.582699623	29851909.167030953	19415828.413951334	10136905.017476158	25332852.535459433	9295279.321605492	1880180.3991461387	27709097.391470548	13207729.31531634	32183116.757859237	29160500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60275000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6454426502289362	0.10338731879027073
Tb927.5.5370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	220625000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	155540000.0	115310226.92429902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6062884438837561	0.1855974074408693
Tb927.6.4520	250160000.0	129895000.0	89632000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52400000.0	97402000.0	167010000.0	355845000.0	557445000.0	1180100000.0	1738200000.0	2307950000.0	1624400000.0	803915000.0	457540000.0	330865000.0	290165000.0	306420000.0	246145000.0	286815000.0	175385000.0	179163500.0	120620000.0	1005420000.0	246140000.0	378480000.0	581730000.0	641310000.0	566930000.0	593300000.0	786195000.0	1027550000.0	1130950000.0	801370000.0	1284045000.0	87779573.17432494	40228612.12288255	57738987.15195248	30833500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63152038.96154106	39214796.30190625	67995566.11034772	102584572.26438421	97216882.96450022	167687980.38818035	275309849.6845569	380008564.59646684	396863457.08148384	168992293.80852476	110610804.47527115	55788590.45539688	87581833.87552467	110580329.02223915	39384110.586208075	58176160.28065104	91228069.87618083	134521356.59038183	461005007.3028853	1296829093.4011571	147452354.64944828	252452567.69011745	93492370.94544142	178326723.64698082	81995546.22051127	84841756.37620912	238262287.87829587	449023373.556433	148389132.91298237	250264383.4694287	575718041.116193	0.7694070300292056	0.09047340782794186
Tb927.11.4920	538375000.0	278515000.0	165810000.0	144350000.0	90290500.0	116170000.0	87477500.0	97161500.0	91494000.0	85553000.0	47186000.0	19002500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24379500.0	72045000.0	458060000.0	719095000.0	2223650000.0	4138000000.0	5255800000.0	4988000000.0	4297350000.0	3074550000.0	2911600000.0	2916050000.0	141888079.22091278	62342188.69807722	34028755.48708768	31143056.47598942	35724839.491125315	24580927.31502753	20826267.812548652	40204808.157731585	20230604.067023475	52371101.72922977	49975117.97801649	19741294.442107894	0.0	0.0	0.0	0.0	0.0	22162000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55990000.0	77638927.9952396	120148087.06342353	336755253.49774927	571877224.6659825	759318529.4503655	937600259.5278363	286803562.27448493	443908308.85067856	1065844458.2426968	1402360198.6175547	440597733.19888866	772947098.2329038	0.950887459705424	0.014976828856093239
Tb927.9.12240	5365200000.0	2605550000.0	1471250000.0	776955000.0	862715000.0	786015000.0	892735000.0	975725000.0	954800000.0	1025605000.0	1368850000.0	1290600000.0	1202300000.0	1010650000.0	866695000.0	735555000.0	713930000.0	670230000.0	541990000.0	474615000.0	422685000.0	330385000.0	327955000.0	129430000.0	229770000.0	170015000.0	148620000.0	132660000.0	107321500.0	145595000.0	0.0	50200000.0	0.0	0.0	0.0	0.0	0.0	0.0	105290000.0	119030000.0	139175000.0	357480000.0	179630000.0	399750000.0	592980000.0	774080000.0	898135000.0	0.0	1734676698.7443695	1432279394.5171218	677547117.6727611	358113819.37171865	202762026.77030057	181227440.2282022	514687968.02043074	247136904.70398486	156681139.8988404	322248111.48916495	297543586.54097486	245986828.9156962	61441164.268482625	133394151.29607445	207281357.01665643	95775132.81988528	91951879.94271798	114396435.987607	107807190.0817999	98005550.65063077	68403359.81027053	176623633.0685487	45405894.2576108	195290519.03510317	48919562.80466946	58970614.71614485	48271221.267611064	17837715.660924748	23090718.727084555	34964183.936327375	40211000.0	113664135.17464513	55780000.0	46319500.0	85440000.0	80460000.0	109150000.0	126385000.0	172846713.66560602	203448832.28549957	170046225.94557437	282069978.3150746	373982411.117154	318454482.8804686	177711496.60334307	492436055.64580667	783659677.3419355	436545000.0	0.8315831176214918	0.09001304515572205
Tb927.9.15040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	213675000.0	647595000.0	944280000.0	641845000.0	296685000.0	159585000.0	0.0	0.0	0.0	0.0	68775000.0	158055000.0	59470000.0	41713000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16003500.0	143533743.39041907	291747335.32059324	255392161.06476948	194270930.9186529	100921391.64551124	36801374.408211075	68415000.0	0.0	0.0	33706500.0	94901222.46314849	60534156.40501375	89286691.05751428	60231960.8734986	0.0	0.0	0.0	0.0	0.0	0.0	0.922117524227761	0.061424059659999294
Tb11.v5.0487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79811500.0	162090000.0	236730000.0	266895000.0	245115000.0	212905000.0	93418500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40393720.8517611	110687392.34890305	75445584.08769418	57762827.14687708	48864647.41166835	84166964.54666759	112498938.61240055	89805000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.824563479127858	0.14479816718137714
Tb11.v5.0480	227910000.0	207660000.0	245055000.0	250755000.0	222620000.0	253345000.0	234720000.0	242560000.0	224695000.0	255335000.0	318135000.0	321665000.0	370870000.0	380855000.0	366000000.0	463670000.0	446380000.0	431135000.0	417385000.0	733715000.0	1035870000.0	647420000.0	346160000.0	123881500.0	0.0	0.0	0.0	0.0	50055000.0	345345000.0	1439100000.0	1706100000.0	960190000.0	322250000.0	136915000.0	75380000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48562991.65345287	37721319.78956551	83227379.45932616	73059662.092019	13872882.42099192	39270454.54282392	11182411.785180034	18884110.60477388	15154628.280935608	49149018.97969752	51160342.30729892	48356775.80925621	97354749.37053661	135087941.07913557	59555791.97973387	112209813.40774086	90774361.46842346	44599426.75266877	56451892.424730584	167905121.42278448	385802263.12624633	278007465.3074386	39357555.39495138	32111684.52448423	35478500.0	0.0	0.0	36827000.0	75037786.48121224	221445863.51220623	347430034.9231004	451675026.06040376	155679862.19054347	129988268.1885818	130740587.16914703	114232727.9431483	0.0	0.0	0.0	32091500.0	0.0	0.0	0.0	0.0	0.0	0.0	75705000.0	0.0	0.9305432412486581	0.021116188720578154
