	median_1	median_2	median_3	median_4	median_5	median_6	median_7	median_8	median_9	median_10	median_11	median_12	median_13	median_14	median_15	median_16	median_17	median_18	median_19	median_20	median_21	median_22	median_23	median_24	median_25	median_26	median_27	median_28	median_29	median_30	median_31	median_32	median_33	median_34	median_35	median_36	median_37	median_38	median_39	median_40	median_41	median_42	median_43	median_44	median_45	median_46	median_47	median_48	std_1	std_2	std_3	std_4	std_5	std_6	std_7	std_8	std_9	std_10	std_11	std_12	std_13	std_14	std_15	std_16	std_17	std_18	std_19	std_20	std_21	std_22	std_23	std_24	std_25	std_26	std_27	std_28	std_29	std_30	std_31	std_32	std_33	std_34	std_35	std_36	std_37	std_38	std_39	std_40	std_41	std_42	std_43	std_44	std_45	std_46	std_47	std_48	median_profile	median_std
Tb927.7.6340	93493000.0	112470000.0	103250000.0	113885000.0	86641000.0	99531500.0	90209000.0	127095000.0	91304500.0	226677500.0	43802500.0	46818500.0	49373500.0	0.0	0.0	0.0	0.0	32745500.0	0.0	78160000.0	120670000.0	158280000.0	173537500.0	176067000.0	175730000.0	193800000.0	180295000.0	174185000.0	106663000.0	62660000.0	246120000.0	200890000.0	241275000.0	75335000.0	183465000.0	196420000.0	0.0	126595000.0	274050000.0	499585000.0	693430000.0	648700000.0	1247650000.0	2147850000.0	2419200000.0	1911850000.0	1059800000.0	572760000.0	73112034.36507563	35966983.22999396	11123948.984061372	33274602.01990902	60117280.069876745	89027810.51259582	50772365.984526135	43911757.29706871	93234946.27507792	245962909.6827067	203604857.89125136	66068225.335002504	85466358.56044959	58340000.0	66550000.0	0.0	48045500.0	86931582.5438795	29893000.0	92126965.78635378	62546815.732963845	87861273.41819413	155968335.16107258	131745922.42519943	68955302.40851678	46483663.79708037	56702312.96869644	84587148.15699448	88120929.88615134	133025868.00443488	112946182.28017566	182925775.14459246	156530039.8219673	136784453.64270508	66082312.5604222	117937993.17155322	86330000.0	196947892.83378145	157237559.65629417	276260893.40512896	233515471.1505571	376592815.78383833	376367165.8987627	624667593.6047906	1139126174.9692168	768219235.5647355	311116414.4389256	418358650.8009605	0.8736209989185753	0.044623583598303
Tb927.7.4270	130245000.0	175355000.0	161705000.0	209755000.0	137732500.0	167480000.0	188325000.0	71020000.0	150055000.0	129895000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55442774.55779668	37530684.779257625	108010771.22213322	39649824.19044671	117756000.6521253	27090585.541844606	98675527.31891868	99905664.83771911	88006525.13687077	39853640.88344585	40707000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.698010896411381	0.07668984934073764
Tb927.3.4500	1645950000.0	1991600000.0	2022750000.0	2149000000.0	2149650000.0	1794250000.0	1864450000.0	1806050000.0	1613550000.0	1635300000.0	1365550000.0	1424300000.0	1251500000.0	1192800000.0	1114250000.0	1159400000.0	1280900000.0	1326150000.0	1797950000.0	1205250000.0	1587050000.0	1864200000.0	2002900000.0	1997400000.0	2877750000.0	11106300000.0	54099000000.0	120885000000.0	114995000000.0	55281500000.0	21278000000.0	6269150000.0	2074300000.0	850495000.0	597625000.0	407945000.0	186535000.0	341265000.0	455915000.0	930150000.0	1250750000.0	1279400000.0	1631550000.0	2390450000.0	2070750000.0	2995900000.0	2167350000.0	2073800000.0	803125623.2163596	685723683.4177454	281896167.3500837	367626281.02462935	576152231.0408359	589939106.3208703	526926069.2924575	539199561.0779618	532424995.5001484	592961929.637983	374043173.7558292	225560950.74280939	161573450.78941652	152612358.93596587	158334748.42350075	519071892.0984518	442770643.2228772	414992297.1172678	689883084.2976218	187165327.9857143	122759531.19819425	948993117.2915146	278456561.543567	398018026.1830701	718074891.0570998	4013973198.299489	10831336174.883186	4835916838.270249	15502570719.615076	4625605870.225633	5414498029.980874	3180038987.706492	959526152.1535861	281538715.2033149	114620068.7779704	132565823.90143648	111654562.67733382	87625498.33429384	62608447.97895372	271111177.07194096	331659404.4472933	241349166.14730617	1722226207.3161776	1556555589.2739584	1103222662.2491033	1054839038.2739295	647150528.5995425	937467396.5352958	0.9891175954721694	0.010097945720020466
Tb927.6.3650	683150000.0	660085000.0	649955000.0	616455000.0	553295000.0	610490000.0	477355000.0	446565000.0	585130000.0	479885000.0	329640000.0	228200000.0	203545000.0	124220000.0	88675000.0	241715000.0	332230000.0	144310000.0	222555000.0	242745000.0	247675000.0	245180000.0	270640000.0	229000000.0	197430000.0	244415000.0	240565000.0	237295000.0	138330000.0	171530000.0	232150000.0	554470000.0	4051600000.0	19182000000.0	20143500000.0	15413500000.0	7062900000.0	5164200000.0	13844500000.0	70287500000.0	107757500000.0	95882500000.0	54512000000.0	31318500000.0	19259500000.0	12664500000.0	10830650000.0	8896100000.0	167138286.1335687	164371883.31646025	118643988.29411186	107614318.28525421	111818345.65490595	154065571.9707251	100438461.54901694	132014210.94589283	116854360.17396478	100675549.16661741	127168608.80998372	148157261.80312595	99124088.89871322	285901541.0941326	157993958.82438037	204030650.3730914	334495655.42769015	116501170.4476254	72351956.89590342	95836188.86890626	49318111.95358827	85181389.85326158	40168903.3955372	36745667.77186122	107546325.35292253	19588051.41746706	17974883.4024962	16537751.50980326	50247415.522260115	104819750.36540903	94367164.26632024	385158244.5783378	1477679572.8438554	3330510921.7655954	6100896293.441919	4429276041.29614	1307527540.5002637	1326805844.5630486	6600925515.915675	12774000952.455462	27988638153.12683	20455719304.145744	11769811482.489147	5832049068.152046	3873444322.133292	2501539659.2232246	2810445710.0550184	2323732589.319749	0.9756526743673054	0.012566216623312407
Tb927.10.11250	0.0	0.0	6728500.0	7615000.0	0.0	0.0	0.0	0.0	0.0	0.0	44343000.0	167235000.0	337665000.0	411580000.0	413905000.0	500415000.0	650075000.0	622095000.0	465935000.0	383205000.0	319460000.0	354445000.0	342340000.0	352175000.0	372475000.0	257125000.0	209440000.0	161465000.0	164880000.0	231410000.0	365320000.0	230495000.0	193660000.0	136851000.0	130335000.0	68491000.0	143053500.0	124055000.0	169860000.0	210190000.0	268090000.0	204620000.0	127264500.0	55480000.0	0.0	0.0	0.0	0.0	12232500.0	18453000.0	26009632.733213797	8943587.400105918	0.0	4680700.0	24955000.0	0.0	0.0	0.0	48153667.91498511	102466789.13677348	148800819.55419466	138428406.04442427	81365076.19980468	135977999.93626422	195336662.713378	213633327.7682425	92033506.39848511	52323969.65062953	72532824.00633062	39718594.302081406	66946916.5334247	83141186.94525997	55021772.96307345	31002355.152471885	46578010.19078996	78814921.33473204	44218428.56773633	115471580.77495374	201668219.3397529	31848519.981311534	54602609.44619161	120012158.81179151	77233056.39426683	90717499.68813442	119599695.14558415	86641244.60478778	90331413.58907211	74702285.27294195	133391413.61047195	133695913.0203064	125259581.25794876	92872549.36201547	45884500.0	0.0	0.0	0.0	0.8194416215382021	0.06541250500312587
Tb927.7.7050	72646000.0	127900000.0	111750000.0	132085000.0	139865000.0	161665000.0	219495000.0	279375000.0	341010000.0	425480000.0	568405000.0	648600000.0	602385000.0	573290000.0	545750000.0	558900000.0	666010000.0	653670000.0	460145000.0	559580000.0	743550000.0	2095100000.0	2893950000.0	2039750000.0	752440000.0	161757500.0	41608500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2404250000.0	2676550000.0	1359070000.0	0.0	0.0	0.0	0.0	0.0	71276867.16600275	35985840.15507581	57472786.368129626	44152045.51225987	35877622.55222606	50389492.90940192	64070841.26184079	65343562.03942359	134929235.86705244	207017536.99868044	121666821.27844058	73233115.63084027	117390199.19340229	80477730.25295052	61397975.74024751	214454085.89796874	100273674.96839182	168420769.57727042	23009642.00069226	49883345.584139265	229125548.84458724	635667305.540668	101545305.98046574	390205163.984281	131018210.53451572	143242423.43983388	67540799.68618968	52690000.0	78315000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	630600000.0	544773129.3850671	494499197.8422881	968983637.0651468	0.0	0.0	0.0	0.0	86690000.0	0.9031877633172638	0.033705906777169864
Tb927.2.4520	83207500.0	88936000.0	110011500.0	83231500.0	100315500.0	100046000.0	97229000.0	98608000.0	90594000.0	92442500.0	102935000.0	89234500.0	92317000.0	85630000.0	73233000.0	61267500.0	22380000.0	31033500.0	44503500.0	49462500.0	46375500.0	32758500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44759795.03509074	16278498.579414504	20171840.295735706	44854016.90948835	23376421.94605496	24758356.129799895	4192620.3023884716	5172478.355037683	7174195.256844724	5095935.7989153145	15154655.027416494	14572814.881941421	48192326.557243526	48303481.76546559	39608560.03020896	11266681.18465534	27068151.488419004	44372578.04376482	54090031.26501223	64661188.56199598	40724993.24636736	27766628.34531169	21764000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7773085965476045	0.1062811027392188
Tb927.10.2530	0.0	0.0	0.0	0.0	4384250.0	6280950.0	0.0	13233500.0	12271500.0	1732850.0	0.0	0.0	0.0	0.0	0.0	0.0	8515500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10303650.0	2096150.0	0.0	7237000.0	8852000.0	65554750.0	618525000.0	9607450000.0	45799000000.0	150450000000.0	199425000000.0	120720000000.0	68070000000.0	31071000000.0	9028000000.0	9451850000.0	5297600000.0	0.0	3982100.0	3804350.0	24492500.0	7279901.400145014	116519165.64618243	2639650.0	15561856.32671544	36939125.62920243	8797413.899692342	3461550.0	0.0	0.0	0.0	0.0	0.0	177638019.72058234	0.0	0.0	0.0	0.0	1676050.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106710000.0	0.0	13235544.132719541	11750170.619576836	7279500.0	8515306.531965442	31161707.505633682	164074854.99276188	540439527.813165	4022170115.228011	9334200001.42844	20713798138.76089	42474401996.96767	24625492338.563824	11353301810.486647	14935032783.69351	6057051415.499127	3880389004.017507	2272378437.52605	0.9832273262841756	0.009428250741451628
Tb927.5.1630	168625000.0	205005000.0	239220000.0	266350000.0	295370000.0	291145000.0	249815000.0	246250000.0	193055000.0	181995000.0	135890000.0	102675000.0	81305000.0	91074000.0	30086000.0	28455500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26207168.230594214	24587186.87311205	38319461.1131211	33201337.69895424	11231273.302702593	59169703.04415371	14521874.018183742	18275086.867098607	33364224.72749317	18142698.026111405	22306306.073993217	55705693.53007524	45453734.37903645	46017163.7073241	43609420.72056603	33781964.86662669	43092000.0	41668000.0	41571000.0	28633500.0	21925500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43379500.0	59915000.0	0.0	0.9431026778635634	0.024524759885112875
Tb927.11.15900	3788150000.0	2811250000.0	1762600000.0	1315300000.0	921405000.0	650550000.0	866080000.0	787890000.0	802695000.0	669950000.0	766830000.0	751050000.0	665740000.0	606555000.0	513560000.0	435225000.0	415765000.0	291585000.0	293870000.0	281840000.0	258045000.0	198130000.0	201770000.0	137890000.0	156995000.0	74370000.0	137480000.0	86819000.0	0.0	87901000.0	106685000.0	42586500.0	0.0	26588500.0	0.0	0.0	0.0	183775000.0	109860000.0	120025000.0	0.0	357185000.0	485400000.0	497850000.0	855380000.0	947780000.0	1082700000.0	1075665000.0	1495459749.541926	432580127.45232064	334980148.665559	260227868.78362286	193534325.37924612	321314082.32444465	102877726.573831	83625194.91756122	328594151.1956654	169546412.99164474	331901086.20641786	160921923.58925706	126207962.77044752	44912386.097824074	66419066.7905936	238091087.96144947	147910718.67853257	93441376.05115484	195655977.90935665	101994108.44913217	50371173.221066296	55466067.32949434	21996801.850875203	131378728.20590097	45745526.10183135	98520946.50377655	70009062.74666636	52188624.05735564	57590000.0	46913889.97585541	60355033.48244177	56036477.15774074	0.0	53441286.08965793	70180000.0	0.0	0.0	98522294.05063607	155717920.69315594	171195016.5503268	145160000.0	214488811.11066532	274823018.1256051	285793993.93036	542120040.4277021	505190452.1646597	309456397.3998059	229715172.47815064	0.9070981164202672	0.03251740849552058
Tb927.9.3370	19537000.0	16578000.0	13138500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54480000.0	51295000.0	172040000.0	292255000.0	514900000.0	1178950000.0	1584000000.0	1966400000.0	1695700000.0	34094969.25134264	20591280.636473294	22014212.77833936	0.0	0.0	0.0	0.0	0.0	0.0	9016500.0	0.0	7743000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53585000.0	63955264.24775368	89392992.03517018	126052061.5989018	161600517.01649967	161239321.17094356	377858980.2536566	378585907.247836	249495651.2647064	391577855.17910355	0.9756554913459581	0.010010639789304596
Tb927.7.2190	662375000.0	617700000.0	713475000.0	806590000.0	1046860000.0	905700000.0	943530000.0	794060000.0	699640000.0	689395000.0	613520000.0	556295000.0	530800000.0	405230000.0	400160000.0	315855000.0	303525000.0	290520000.0	217540000.0	246355000.0	190125000.0	210700000.0	143380000.0	154665000.0	143235000.0	38673000.0	0.0	25514000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122097500.0	88120000.0	155270000.0	227495000.0	251365000.0	314955000.0	429250000.0	381405000.0	485260000.0	384565000.0	192197607.511991	30978189.50487619	183572937.91115654	251677244.9487639	131533566.4067032	123467010.8436531	141740183.9046829	62910840.811950706	26174257.073188026	71818388.25584078	37079549.05784798	45356297.98238241	85231812.72271521	29361298.08097764	56234379.979392394	58796145.56527778	51860596.07254818	46939990.41329259	90274087.22883882	126419769.81469314	25474495.088225007	40477622.93333606	29505819.764920954	68261011.5433156	30038431.49478126	71305952.68980002	37959000.0	47508737.57092829	0.0	48902500.0	0.0	0.0	61360000.0	59085000.0	203775000.0	153175000.0	68450000.0	54030000.0	84687137.58840044	102018483.94612943	40774677.08844139	43530675.00816713	41703071.82930294	188233519.39811358	72171981.86738859	80087598.86316162	143954023.56308073	121935473.47538652	0.9235525876745261	0.017033900894456507
Tb927.5.1490	251470000.0	306215000.0	331765000.0	333725000.0	305670000.0	267235000.0	249945000.0	236175000.0	184670000.0	185205000.0	128880000.0	94382000.0	72256500.0	29271000.0	27738500.0	0.0	0.0	16872500.0	15496000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100332500.0	249805000.0	130240000.0	0.0	76400000.0	115725000.0	0.0	39218741.58698449	76791234.95990065	65825535.31874997	52901961.21128214	41214435.17345187	65788678.54730022	29985672.689914204	53095475.246640995	29129306.405519966	59288659.04763462	49839464.96168139	30563111.567159954	60192463.77177683	69924229.67755884	49031906.56688085	43419500.0	43735000.0	49420968.11661355	52575343.10555345	20134500.0	15559500.0	0.0	36567000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54900000.0	57667969.64448	54804800.50445703	152640398.40422326	140220000.0	115617909.620439	172510537.7216128	121050000.0	0.8396840949821316	0.07820095989379415
Tb927.8.2020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20586500.0	94127500.0	591230000.0	2204000000.0	2658400000.0	1126150000.0	354365000.0	28354000.0	0.0	0.0	0.0	26710500.0	0.0	11134000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8173971.311425066	41215313.40311107	315645334.5528809	337642279.8860737	775773046.7088937	502263748.3351416	206507574.4373557	32790975.042685144	0.0	0.0	0.0	71222206.9318973	36139500.0	13374504.838186221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9629871355963924	0.01880355352701303
Tb927.10.6230	46177500.0	53440000.0	43997500.0	61549000.0	45000000.0	48118000.0	35573000.0	36610500.0	0.0	17983000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9782000.0	55712000.0	73728500.0	50301000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33449687.545875024	27575961.99591231	14582860.373282967	20223227.371844813	5899702.421874061	28258801.406228583	23507797.188734353	20218209.224607404	20301000.0	21353686.48110516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12439529.66353632	32309377.352661356	55094069.92514409	31700746.594783325	17002000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6568806830986167	0.1914824210903796
Tb927.7.2440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14926000.0	0.0	11326500.0	0.0	27056000.0	11902000.0	30278500.0	33666500.0	52755000.0	89916000.0	50235000.0	93403000.0	322670000.0	586325000.0	1616000000.0	1942900000.0	2138250000.0	1728200000.0	1118700000.0	578480000.0	337445000.0	178555000.0	145955000.0	112615000.0	105606000.0	100804000.0	153645000.0	87078500.0	60923500.0	0.0	0.0	0.0	0.0	0.0	0.0	61965000.0	0.0	0.0	210260000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29749023.024574548	0.0	36516797.80936439	0.0	47350702.70157913	47309711.797191635	49008595.69759166	69940201.259719	77738811.57439956	67947672.53310938	135305045.08332273	79343225.73687896	163488617.00946236	272532413.54623	669567771.0284449	386493504.6888452	693499795.7221516	331284676.17242277	284927532.11708635	219434434.8546964	176528344.53707427	98403271.11771573	103278431.75933039	58193525.69945675	89573323.2664726	83760154.06703436	146075918.93144697	84087050.30453065	37106196.32442359	0.0	0.0	0.0	0.0	0.0	0.0	93116767.01862022	106720000.0	93735000.0	131838726.48049966	96155000.0	307045000.0	0.9334887267383734	0.04144055547688067
Tb927.11.2500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1928950.0	0.0	0.0	0.0	130790000.0	140570000.0	15992350.0	162525000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1017845000.0	17397000000.0	58662500000.0	77942000000.0	35249500000.0	13319000000.0	4705100000.0	2060800000.0	1055200000.0	140744000.0	5486000.0	0.0	0.0	0.0	0.0	318770000.0	104355000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8624500.0	43521500.0	59970000.0	37351000.0	43445597.287901334	0.0	0.0	35764500.0	205188810.8547832	124918980.67681041	33601347.919230364	251249334.77523875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1563800.0	2471751384.2803173	6525425471.441181	10421743264.284811	14048051854.85401	4367990565.847554	6476482610.182783	3629574273.818717	1288951929.5406897	477491905.96979403	241144697.2440337	66851719.56900834	7653500.0	89085000.0	236030000.0	0.0	2022794424.7747965	277974045.9107648	33895500.0	0.0	0.0	0.0	0.9804206590979694	0.023278669613619126
Tb927.4.4360	62763000.0	60894000.0	68052500.0	68761000.0	94656500.0	67986000.0	74267500.0	63215500.0	65507500.0	66854500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37819138.07738969	36894091.256821424	30388075.63694461	28594445.082626335	27075446.989231158	9932382.506226791	38873763.2032626	73151417.92827168	7493115.4346284205	36934668.20391559	29650500.0	37291500.0	41224000.0	29146500.0	0.0	14231500.0	19986500.0	22234000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6731842725532047	0.1382458531367677
Tb927.7.2330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73925000.0	0.0	257685000.0	295965000.0	294350000.0	216995000.0	361045000.0	362270000.0	390030000.0	303595000.0	308140000.0	312920000.0	244340000.0	240925000.0	113998500.0	129720000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58245000.0	98556891.35384361	90180000.0	41431611.421715185	60679676.44387479	59930660.48915752	173394664.0855287	87066970.91894262	193647327.03207308	205291487.56503925	32231827.308836628	54398701.19466701	64768504.69170953	62092427.879734255	37708388.54507928	101077342.95536594	80906026.96956512	97435000.0	46388000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129400000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8196199465554793	0.09786055377458784
Tb927.7.1340	213800000.0	249970000.0	189010000.0	169955000.0	121745000.0	94572000.0	85428000.0	101719000.0	188935000.0	324945000.0	230171000.0	103683000.0	328805000.0	341885000.0	222840000.0	968000000.0	1143250000.0	101995000.0	181884500.0	152075000.0	208530000.0	258985000.0	321590000.0	470105000.0	684440000.0	1316050000.0	1613300000.0	2077150000.0	3044600000.0	12378500000.0	91668500000.0	160675000000.0	124140000000.0	66183500000.0	37064000000.0	59943500000.0	143945000000.0	162420000000.0	106389500000.0	67398500000.0	51971000000.0	36544500000.0	27321000000.0	15758000000.0	10878750000.0	6101250000.0	4323850000.0	4166400000.0	204460044.24255285	121022805.1167768	36836703.1640998	31753964.97552182	43769357.739366785	38808172.82802683	49423359.352300875	83406506.23702367	588984459.194171	618679300.4659199	560648152.1724061	1031696040.7440345	185661559.91548172	319543151.5330389	742829503.0938572	5959627281.410586	1384285142.5467165	221247175.27387026	274721294.30919015	28349876.395968053	22100159.878758043	61882853.30633465	88090032.4951694	112425123.82322142	165436776.72049406	338172451.4085475	435317753.67731863	1074516239.988954	936462340.8516393	5670135689.366996	19291635786.872307	16950202555.32866	24342358657.28713	15753800060.091309	15916800105.025305	24886493351.48152	20452638582.833397	43931021215.08223	25220378380.719494	32779131149.508324	14822765520.194504	9739053697.185707	8168604832.936091	5901910446.344189	5272192896.698678	2868529952.1996737	2442512491.0973673	2970561456.8910484	0.9553503010473159	0.014529294297321086
Tb927.4.980	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34188000.0	157165000.0	201010000.0	117880000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46276946.29348397	14060776.116559142	58170484.71232354	38012299.96878204	18638000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9314677817683038	0.026367696631923017
Tb927.10.9910	204935000.0	269695000.0	208740000.0	204635000.0	228190000.0	202700000.0	233460000.0	214250000.0	186555000.0	204775000.0	175475000.0	134920000.0	116075000.0	110040000.0	87492500.0	51960000.0	0.0	50815000.0	35732000.0	40953000.0	0.0	24151000.0	0.0	21011000.0	0.0	0.0	0.0	0.0	34203500.0	34627000.0	60970000.0	79905000.0	99835000.0	86992500.0	38684500.0	129045000.0	134300000.0	64953500.0	56100000.0	76160000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122367381.00218266	31705298.58451633	11431994.212151555	23623447.92079824	19527076.07400555	40045083.34365156	53606930.83299335	13530553.080590116	32698475.37220454	38062060.72543454	10952730.2532291	32895557.324153464	59531707.23796409	58864193.6296308	55073781.477668665	60079177.75735617	52130000.0	66304276.634316735	53841023.80155861	34459345.95529443	36881000.0	33416169.633876354	36478000.0	32043522.70870563	0.0	31919000.0	27973000.0	45248000.0	40299197.455822036	43639855.68548549	88307517.8000152	98769435.68230002	127407473.09322165	98892186.61207096	54398132.93594429	90829604.0213028	83041849.43950449	42219400.84349058	101893022.82295878	95962923.91682668	0.0	0.0	77190000.0	0.0	0.0	0.0	102305000.0	0.0	0.6887947355597421	0.10800091344771064
